File,Time(s)
./Files//file_100M,.135234222
./Files//file_1024M,37.004378057
./Files//file_10M,.018175015
./Files//file_2048M,61.198562497
./Files//file_250M,1.002451496
./Files//file_25M,.037492788
./Files//file_50M,.071333495
./Files//file_5M,.010460486
./Files//file_750M,7.090996119
