File,Time(s)
./Files//file_100M,3.129461178
./Files//file_1024M,68.491882142
./Files//file_10M,.323889566
./Files//file_2048M,136.980079744
./Files//file_250M,8.318692537
./Files//file_25M,.800008431
./Files//file_50M,1.587445316
./Files//file_5M,.165143841
./Files//file_750M,23.479906830
