File,Time(s)
./Files//file_100M,1.593374072
./Files//file_1024M,26.488546209
./Files//file_10M,.213187942
./Files//file_2048M,57.654609341
./Files//file_250M,4.210656531
./Files//file_25M,.828317872
./Files//file_50M,.801004508
./Files//file_5M,.100420100
./Files//file_750M,19.874423828
