File,Time(s)
./Files//file_100M,4.008698285
./Files//file_1024M,50.886203898
./Files//file_10M,.921127414
./Files//file_2048M,165.902601738
./Files//file_250M,9.856525962
./Files//file_25M,3.448812545
./Files//file_50M,4.190902916
./Files//file_5M,.224271117
./Files//file_750M,44.386227762
