File,Time(s)
./Files//file_100M,2.815946257
./Files//file_1024M,25.972588828
./Files//file_10M,.442147231
./Files//file_2048M,70.783893718
./Files//file_250M,4.174983551
./Files//file_25M,1.313027489
./Files//file_50M,.786385426
./Files//file_5M,.129240805
./Files//file_750M,19.803841012
